19,45,0,Random,goodRF
29,35,0,goodRF,goodRF
26,38,0,BestRf,Random
50,14,1,BestRf,goodRF
15,49,0,BestRf,Random
37,27,1,goodRF,BestRf
46,18,1,BestRf,goodRF
29,35,0,BestRf,goodRF
23,41,0,goodRF,goodRF
26,38,0,goodRF,goodRF
37,27,1,BestRf,goodRF
30,34,0,goodRF,Random
47,16,1,BestRf,goodRF
19,45,0,goodRF,Random
28,36,0,goodRF,Random
30,34,0,goodRF,BestRf
31,33,0,goodRF,goodRF
12,52,0,goodRF,goodRF
30,34,0,goodRF,goodRF
31,33,0,goodRF,goodRF
48,16,1,BestRf,goodRF
25,39,0,goodRF,BestRf
30,34,0,goodRF,Random
47,17,1,BestRf,goodRF
36,28,1,goodRF,Random
15,49,0,BestRf,Random
21,43,0,BestRf,goodRF
29,35,0,Random,Random
48,16,1,BestRf,goodRF
20,44,0,BestRf,goodRF
29,35,0,goodRF,goodRF
49,15,1,goodRF,goodRF
34,30,1,goodRF,goodRF
42,22,1,goodRF,Random
53,11,1,BestRf,goodRF
33,31,1,goodRF,BestRf
14,50,0,BestRf,goodRF
38,26,1,goodRF,BestRf
54,10,1,BestRf,goodRF
15,49,0,goodRF,goodRF
49,15,1,goodRF,goodRF
37,27,1,Random,goodRF
26,38,0,Random,goodRF
45,19,1,BestRf,Random
12,52,0,BestRf,goodRF
34,30,1,goodRF,goodRF
52,12,1,BestRf,Random
15,49,0,BestRf,Random
60,4,1,BestRf,Random
38,26,1,Random,goodRF
38,26,1,goodRF,goodRF
30,34,0,BestRf,goodRF
26,38,0,Random,BestRf
13,51,0,BestRf,goodRF
40,24,1,BestRf,goodRF
38,26,1,BestRf,Random
33,31,1,goodRF,Random
50,14,1,BestRf,goodRF
13,51,0,BestRf,goodRF
36,28,1,BestRf,goodRF
23,41,0,BestRf,goodRF
33,31,1,goodRF,goodRF
39,25,1,BestRf,goodRF
53,11,1,BestRf,goodRF
53,11,1,BestRf,goodRF
19,45,0,Random,goodRF
44,20,1,BestRf,goodRF
21,43,0,goodRF,Random
32,32,0,goodRF,goodRF
19,45,0,BestRf,goodRF
7,57,0,BestRf,goodRF
26,38,0,BestRf,goodRF
40,24,1,BestRf,goodRF
18,46,0,Random,goodRF
16,48,0,BestRf,goodRF
43,21,1,goodRF,goodRF
50,14,1,Random,goodRF
17,47,0,BestRf,goodRF
42,22,1,goodRF,Random
48,16,1,BestRf,Random
19,45,0,BestRf,goodRF
36,28,1,Random,goodRF
40,24,1,Random,goodRF
30,34,0,BestRf,goodRF
45,19,1,goodRF,goodRF
32,32,0,BestRf,goodRF
21,43,0,goodRF,goodRF
23,41,0,BestRf,goodRF
13,51,0,BestRf,goodRF
48,16,1,BestRf,goodRF
35,29,1,BestRf,Random
45,19,1,BestRf,goodRF
6,58,0,BestRf,Random
40,24,1,goodRF,goodRF
41,23,1,goodRF,goodRF
30,34,0,goodRF,goodRF
23,41,0,BestRf,goodRF
38,26,1,goodRF,goodRF
17,47,0,BestRf,goodRF
39,25,1,goodRF,goodRF
38,26,1,goodRF,BestRf
23,39,0,goodRF,Random
38,26,1,BestRf,goodRF
16,48,0,BestRf,goodRF
12,52,0,BestRf,goodRF
15,49,0,BestRf,goodRF
42,22,1,BestRf,goodRF
37,27,1,BestRf,Random
33,31,1,BestRf,goodRF
35,29,1,goodRF,goodRF
20,44,0,goodRF,goodRF
43,21,1,Random,goodRF
42,22,1,BestRf,goodRF
20,44,0,goodRF,goodRF
53,11,1,BestRf,goodRF
29,35,0,goodRF,goodRF
26,38,0,goodRF,goodRF
45,19,1,goodRF,Random
29,35,0,BestRf,Random
7,57,0,BestRf,Random
50,14,1,BestRf,Random
25,39,0,BestRf,goodRF
28,36,0,goodRF,goodRF
35,29,1,goodRF,BestRf
2,62,0,BestRf,goodRF
24,40,0,goodRF,goodRF
40,24,1,BestRf,goodRF
20,44,0,BestRf,goodRF
54,10,1,goodRF,Random
24,40,0,goodRF,Random
36,28,1,goodRF,goodRF
35,29,1,goodRF,goodRF
4,60,0,BestRf,goodRF
34,30,1,goodRF,Random
30,34,0,Random,goodRF
30,34,0,goodRF,goodRF
16,48,0,BestRf,goodRF
43,21,1,BestRf,goodRF
10,54,0,BestRf,Random
40,24,1,BestRf,goodRF
17,47,0,BestRf,goodRF
26,38,0,goodRF,goodRF
13,51,0,goodRF,goodRF
18,46,0,BestRf,goodRF
16,48,0,BestRf,goodRF
24,40,0,BestRf,goodRF
47,17,1,BestRf,goodRF
18,46,0,goodRF,goodRF
35,29,1,Random,goodRF
28,36,0,goodRF,goodRF
21,43,0,BestRf,goodRF
31,33,0,goodRF,Random
31,33,0,goodRF,BestRf
40,24,1,goodRF,goodRF
31,33,0,goodRF,goodRF
28,36,0,goodRF,goodRF
26,38,0,goodRF,goodRF
18,46,0,BestRf,Random
42,22,1,BestRf,Random
19,45,0,BestRf,goodRF
49,15,1,BestRf,goodRF
53,11,1,goodRF,goodRF
31,33,0,goodRF,goodRF
9,55,0,goodRF,goodRF
20,44,0,BestRf,goodRF
33,31,1,goodRF,goodRF
17,47,0,BestRf,goodRF
23,41,0,goodRF,Random
25,39,0,goodRF,goodRF
22,42,0,goodRF,goodRF
57,7,1,BestRf,Random
13,51,0,Human,MiniMaxRF
