37,27,1
33,31,1
43,21,1
32,32,0
18,46,0
20,44,0
47,17,1
30,34,0
27,37,0
27,37,0
47,17,1
30,34,0
25,39,0
31,33,0
29,35,0
23,41,0
24,40,0
25,39,0
21,43,0
34,30,1
33,31,1
33,31,1
44,20,1
23,41,0
26,38,0
36,28,1
35,29,1
22,42,0
38,26,1
32,32,0
40,24,1
50,14,1
25,39,0
22,42,0
39,25,1
46,18,1
48,16,1
27,37,0
48,16,1
26,38,0
35,29,1
41,23,1
42,22,1
17,47,0
38,26,1
30,34,0
30,34,0
38,26,1
42,22,1
41,23,1
25,39,0
16,48,0
32,32,0
37,27,1
18,45,0
46,18,1
31,33,0
36,28,1
37,27,1
27,37,0
26,38,0
55,9,1
29,35,0
47,17,1
33,31,1
24,40,0
25,39,0
20,44,0
30,34,0
17,47,0
47,17,1
33,31,1
46,18,1
27,37,0
35,29,1
37,27,1
33,31,1
33,31,1
31,33,0
59,5,1
33,31,1
27,37,0
39,25,1
18,45,0
30,34,0
41,23,1
30,34,0
33,31,1
44,20,1
46,18,1
20,44,0
38,26,1
26,38,0
27,37,0
25,39,0
39,25,1
31,33,0
45,19,1
35,29,1
50,14,1
24,40,0
49,15,1
31,33,0
23,41,0
16,48,0
39,25,1
24,40,0
43,21,1
41,23,1
30,34,0
29,35,0
28,36,0
50,14,1
22,42,0
38,26,1
44,20,1
35,29,1
36,28,1
37,27,1
50,14,1
23,41,0
33,31,1
26,38,0
26,38,0
40,24,1
22,42,0
36,28,1
34,30,1
36,28,1
26,38,0
14,50,0
39,25,1
30,34,0
27,37,0
35,29,1
35,29,1
37,27,1
46,18,1
28,36,0
20,44,0
28,36,0
36,28,1
37,27,1
41,23,1
37,27,1
13,51,0
44,20,1
29,35,0
30,34,0
28,36,0
27,37,0
24,40,0
41,23,1
46,18,1
27,37,0
39,25,1
41,23,1
18,46,0
42,22,1
19,45,0
23,41,0
31,33,0
48,16,1
28,36,0
38,26,1
33,31,1
34,30,1
31,33,0
23,41,0
25,39,0
33,31,1
23,41,0
21,43,0
34,30,1
29,35,0
21,43,0
42,22,1
45,19,1
41,23,1
45,19,1
35,29,1
34,30,1
24,40,0
29,35,0
44,20,1
24,40,0
21,43,0
10,54,0
45,19,1
42,22,1
24,40,0
25,39,0
32,32,0
46,18,1
23,41,0
35,29,1
40,24,1
42,22,1
33,31,1
25,39,0
29,35,0
31,33,0
55,9,1
32,32,0
15,49,0
31,33,0
24,40,0
22,42,0
31,33,0
20,44,0
42,22,1
43,21,1
29,35,0
47,17,1
38,26,1
38,26,1
40,24,1
16,48,0
41,23,1
36,28,1
22,42,0
31,33,0
29,35,0
16,48,0
25,39,0
27,37,0
34,30,1
33,31,1
18,46,0
34,30,1
33,31,1
29,35,0
56,8,1
33,31,1
40,24,1
28,36,0
21,43,0
26,38,0
34,30,1
42,22,1
35,29,1
46,18,1
28,36,0
43,21,1
51,13,1
33,31,1
31,33,0
34,30,1
24,40,0
27,37,0
24,40,0
33,31,1
29,35,0
21,43,0
27,37,0
17,47,0
41,23,1
43,21,1
44,20,1
43,21,1
43,21,1
31,33,0
33,31,1
31,33,0
14,50,0
30,34,0
44,20,1
29,35,0
24,40,0
46,18,1
35,29,1
32,32,0
10,54,0
43,21,1
45,19,1
48,16,1
28,36,0
23,41,0
46,18,1
32,32,0
21,43,0
26,38,0
30,34,0
33,31,1
29,35,0
28,36,0
32,32,0
32,32,0
33,31,1
46,18,1
35,29,1
25,39,0
18,46,0
34,30,1
50,14,1
43,21,1
19,45,0
36,28,1
23,41,0
24,40,0
23,41,0
37,27,1
20,44,0
39,25,1
41,23,1
32,32,0
31,33,0
30,34,0
22,42,0
41,23,1
25,39,0
42,22,1
48,16,1
25,39,0
39,25,1
53,11,1
34,30,1
29,35,0
45,19,1
17,47,0
36,28,1
23,41,0
41,23,1
34,30,1
16,48,0
38,26,1
43,21,1
31,33,0
6,58,0
38,26,1
26,38,0
46,18,1
41,23,1
21,43,0
22,42,0
31,33,0
19,45,0
23,41,0
23,41,0
32,32,0
35,29,1
28,36,0
34,30,1
31,33,0
36,28,1
43,21,1
22,42,0
30,34,0
31,33,0
36,28,1
48,16,1
30,34,0
38,26,1
28,36,0
22,42,0
23,41,0
36,28,1
38,26,1
26,38,0
40,24,1
21,43,0
38,26,1
34,30,1
32,32,0
30,34,0
24,40,0
38,26,1
41,23,1
28,36,0
32,32,0
17,47,0
22,42,0
27,37,0
20,44,0
47,16,1
15,49,0
27,37,0
16,48,0
32,32,0
24,40,0
34,30,1
21,43,0
32,32,0
19,45,0
29,35,0
23,41,0
36,28,1
26,38,0
23,41,0
16,48,0
33,31,1
23,41,0
24,40,0
33,31,1
39,25,1
18,46,0
9,55,0
40,24,1
17,47,0
32,32,0
24,40,0
19,45,0
35,29,1
36,28,1
41,23,1
30,34,0
17,47,0
30,34,0
41,23,1
40,24,1
31,33,0
31,33,0
26,38,0
41,23,1
21,43,0
39,25,1
29,35,0
34,30,1
38,26,1
24,40,0
34,30,1
16,48,0
35,29,1
33,31,1
46,18,1
43,21,1
25,39,0
38,26,1
34,30,1
22,42,0
45,19,1
32,32,0
18,46,0
27,37,0
39,25,1
19,45,0
31,33,0
10,54,0
34,30,1
40,24,1
35,29,1
49,15,1
34,30,1
43,21,1
36,28,1
40,24,1
22,42,0
25,39,0
24,40,0
45,19,1
25,39,0
29,35,0
29,35,0
19,45,0
31,33,0
10,54,0
38,26,1
28,36,0
36,28,1
43,21,1
32,32,0
20,44,0
35,29,1
43,21,1
23,41,0
32,32,0
36,28,1
26,38,0
55,9,1
35,29,1
32,32,0
43,21,1
10,54,0
36,28,1
26,38,0
20,44,0
39,25,1
44,20,1
38,26,1
37,27,1
21,43,0
36,28,1
44,20,1
38,25,1
26,38,0
24,40,0
30,34,0
17,47,0
42,22,1
46,18,1
43,21,1
27,37,0
31,33,0
21,43,0
31,33,0
33,31,1
34,29,1
41,23,1
35,29,1
57,7,1
41,23,1
34,30,1
41,23,1
31,33,0
46,18,1
33,31,1
24,40,0
33,31,1
24,40,0
24,40,0
31,33,0
20,44,0
31,33,0
38,26,1
36,28,1
31,33,0
28,36,0
37,27,1
24,40,0
27,37,0
22,42,0
36,28,1
21,43,0
42,22,1
32,32,0
50,14,1
31,33,0
32,32,0
41,23,1
40,24,1
36,28,1
44,20,1
19,45,0
44,20,1
21,43,0
35,29,1
42,22,1
47,17,1
32,32,0
25,39,0
32,32,0
29,35,0
46,18,1
27,37,0
18,46,0
19,45,0
32,32,0
45,19,1
21,43,0
51,13,1
36,28,1
27,37,0
27,37,0
42,22,1
19,45,0
17,47,0
31,33,0
31,33,0
34,30,1
26,38,0
32,32,0
16,48,0
31,33,0
24,40,0
41,23,1
53,11,1
25,39,0
41,23,1
30,34,0
10,54,0
31,33,0
29,35,0
39,25,1
26,38,0
27,37,0
37,27,1
9,55,0
40,24,1
25,39,0
37,27,1
29,35,0
39,25,1
23,41,0
22,42,0
26,38,0
49,15,1
28,36,0
21,43,0
32,32,0
22,41,0
36,28,1
36,28,1
29,35,0
38,26,1
40,24,1
32,32,0
42,22,1
41,23,1
24,40,0
29,35,0
27,37,0
30,34,0
26,38,0
29,35,0
32,32,0
29,35,0
27,37,0
18,46,0
30,34,0
36,28,1
22,42,0
24,40,0
30,34,0
32,32,0
30,34,0
25,39,0
26,38,0
16,48,0
41,23,1
38,26,1
33,31,1
40,24,1
22,42,0
32,32,0
44,20,1
28,36,0
41,23,1
23,41,0
31,33,0
29,35,0
44,20,1
32,32,0
19,45,0
21,43,0
43,21,1
25,39,0
33,31,1
16,48,0
49,15,1
30,34,0
40,24,1
36,28,1
35,29,1
28,36,0
37,27,1
39,25,1
35,29,1
35,29,1
15,49,0
20,44,0
23,41,0
37,27,1
48,16,1
26,38,0
45,19,1
33,31,1
32,32,0
31,33,0
22,42,0
30,34,0
15,49,0
40,24,1
38,26,1
18,46,0
38,26,1
31,33,0
23,41,0
39,25,1
15,49,0
24,40,0
52,12,1
45,19,1
22,42,0
32,32,0
28,36,0
36,28,1
26,38,0
25,39,0
43,21,1
42,22,1
42,22,1
50,14,1
37,27,1
21,43,0
24,40,0
17,47,0
33,31,1
22,42,0
24,40,0
32,32,0
15,49,0
39,25,1
28,36,0
30,34,0
39,25,1
34,30,1
13,51,0
34,30,1
48,16,1
33,31,1
42,22,1
31,33,0
35,29,1
22,42,0
27,37,0
23,41,0
27,37,0
36,28,1
27,37,0
35,29,1
27,37,0
22,42,0
40,24,1
18,46,0
42,22,1
21,43,0
31,33,0
21,43,0
34,30,1
46,18,1
33,31,1
25,39,0
33,31,1
29,35,0
31,33,0
25,39,0
20,44,0
33,31,1
32,32,0
24,40,0
31,33,0
32,32,0
37,27,1
26,38,0
38,26,1
23,41,0
27,37,0
32,32,0
42,22,1
36,28,1
24,40,0
38,26,1
14,50,0
35,29,1
44,20,1
20,44,0
28,36,0
28,36,0
47,17,1
39,25,1
33,31,1
25,39,0
19,45,0
25,39,0
39,25,1
47,17,1
23,41,0
32,32,0
44,20,1
18,46,0
36,28,1
