17,47,0
29,35,0
31,33,0
27,37,0
27,37,0
26,38,0
43,21,1
15,49,0
34,30,1
34,30,1
43,21,1
34,30,1
31,33,0
32,32,0
30,34,0
10,54,0
23,41,0
24,40,0
25,39,0
39,25,1
42,22,1
43,21,1
33,31,1
39,25,1
32,32,0
26,38,0
33,31,1
37,27,1
30,34,0
25,39,0
35,29,1
31,33,0
25,39,0
28,36,0
29,35,0
29,35,0
27,37,0
26,38,0
35,29,1
32,32,0
24,40,0
30,34,0
52,12,1
31,33,0
45,19,1
29,35,0
25,39,0
33,31,1
25,39,0
29,35,0
28,36,0
35,29,1
40,24,1
37,27,1
33,31,1
30,34,0
30,34,0
31,33,0
36,28,1
43,21,1
43,21,1
49,15,1
40,24,1
36,28,1
34,30,1
33,31,1
38,26,1
36,28,1
37,27,1
25,39,0
23,41,0
29,35,0
28,36,0
14,50,0
23,41,0
19,45,0
29,35,0
32,32,0
16,48,0
24,40,0
14,50,0
42,22,1
44,20,1
24,40,0
36,28,1
35,29,1
34,30,1
45,19,1
23,40,0
36,28,1
36,28,1
33,31,1
29,35,0
52,12,1
23,41,0
45,19,1
41,23,1
37,27,1
29,35,0
34,30,1
35,29,1
45,19,1
36,28,1
24,40,0
25,39,0
22,42,0
28,36,0
33,31,1
21,43,0
18,46,0
30,34,0
24,40,0
28,36,0
22,42,0
35,29,1
48,16,1
22,42,0
25,39,0
34,30,1
47,17,1
28,36,0
27,37,0
25,39,0
32,32,0
32,32,0
23,41,0
16,48,0
22,42,0
40,24,1
33,31,1
19,45,0
26,38,0
28,36,0
38,26,1
19,45,0
50,14,1
45,19,1
23,41,0
37,27,1
26,38,0
37,27,1
16,48,0
47,17,1
21,43,0
19,45,0
26,38,0
49,15,1
18,46,0
41,23,1
22,42,0
26,38,0
33,31,1
28,36,0
33,31,1
20,44,0
34,30,1
20,44,0
30,34,0
41,23,1
29,35,0
20,44,0
29,35,0
49,15,1
38,26,1
22,42,0
28,36,0
27,37,0
32,32,0
15,49,0
33,31,1
24,40,0
33,31,1
48,16,1
25,39,0
35,29,1
34,30,1
29,35,0
21,43,0
34,30,1
22,42,0
32,32,0
46,18,1
48,16,1
29,35,0
29,35,0
27,37,0
36,28,1
34,30,1
33,31,1
30,34,0
51,13,1
24,40,0
30,34,0
29,35,0
50,14,1
23,41,0
35,29,1
23,41,0
44,20,1
39,25,1
27,37,0
36,28,1
33,31,1
28,36,0
16,48,0
18,46,0
21,43,0
17,47,0
20,44,0
42,22,1
30,34,0
35,29,1
16,48,0
30,34,0
33,31,1
38,26,1
49,15,1
36,28,1
33,31,1
30,34,0
43,21,1
38,26,1
24,40,0
36,28,1
15,49,0
27,37,0
42,22,1
45,19,1
30,34,0
29,35,0
34,30,1
25,39,0
24,40,0
38,26,1
39,25,1
28,36,0
42,22,1
11,53,0
16,48,0
30,34,0
29,35,0
39,25,1
46,18,1
34,30,1
19,45,0
32,32,0
32,32,0
8,56,0
41,23,1
40,24,1
33,31,1
41,23,1
32,32,0
23,41,0
37,27,1
42,22,1
29,35,0
26,38,0
18,46,0
16,48,0
23,41,0
22,42,0
24,40,0
35,29,1
36,28,1
33,31,1
46,18,1
28,36,0
42,22,1
32,32,0
23,41,0
30,34,0
32,32,0
46,18,1
26,38,0
31,33,0
26,38,0
55,9,1
31,33,0
16,48,0
46,18,1
45,19,1
45,19,1
22,42,0
22,42,0
27,37,0
38,26,1
29,35,0
31,33,0
33,31,1
34,30,1
33,31,1
23,41,0
30,34,0
32,32,0
16,48,0
45,19,1
33,31,1
29,35,0
47,17,1
28,36,0
38,26,1
19,45,0
27,37,0
53,11,1
19,45,0
44,20,1
36,28,1
29,35,0
49,15,1
35,29,1
32,32,0
23,41,0
34,30,1
23,41,0
18,46,0
40,24,1
27,37,0
30,34,0
50,14,1
52,12,1
26,38,0
31,33,0
29,35,0
31,33,0
30,34,0
19,45,0
39,25,1
28,36,0
28,36,0
42,22,1
35,29,1
28,36,0
35,29,1
16,48,0
29,35,0
30,34,0
33,31,1
34,30,1
18,46,0
41,23,1
22,42,0
49,15,1
27,37,0
26,38,0
42,22,1
40,24,1
17,47,0
27,37,0
27,37,0
51,13,1
41,23,1
25,39,0
27,37,0
10,54,0
21,43,0
30,34,0
36,28,1
34,30,1
28,36,0
36,28,1
32,32,0
31,33,0
38,26,1
15,49,0
31,33,0
41,23,1
33,31,1
27,37,0
43,21,1
31,33,0
20,44,0
34,30,1
27,37,0
18,46,0
36,28,1
29,35,0
46,18,1
32,32,0
28,36,0
24,40,0
44,20,1
38,26,1
23,41,0
18,46,0
19,45,0
33,31,1
37,26,1
25,39,0
34,30,1
43,21,1
43,21,1
45,19,1
37,27,1
35,29,1
39,25,1
23,41,0
32,32,0
20,44,0
34,30,1
31,33,0
14,50,0
43,21,1
17,47,0
16,48,0
34,30,1
43,21,1
40,24,1
11,53,0
37,27,1
40,24,1
32,31,1
30,34,0
25,39,0
46,18,1
28,36,0
23,41,0
40,24,1
35,29,1
33,31,1
22,42,0
39,25,1
26,38,0
25,39,0
36,28,1
43,21,1
30,34,0
30,34,0
15,49,0
26,38,0
38,26,1
24,40,0
18,46,0
36,28,1
24,40,0
21,43,0
32,32,0
28,36,0
23,41,0
26,38,0
26,38,0
33,31,1
28,36,0
32,32,0
36,28,1
19,45,0
31,33,0
37,27,1
43,21,1
52,12,1
38,26,1
31,33,0
17,47,0
26,38,0
26,38,0
36,28,1
36,28,1
45,19,1
24,40,0
32,32,0
33,31,1
24,40,0
24,40,0
47,17,1
25,39,0
33,31,1
22,42,0
21,43,0
29,35,0
42,22,1
42,22,1
45,19,1
34,30,1
30,34,0
37,27,1
40,24,1
28,36,0
34,30,1
18,46,0
51,13,1
17,47,0
42,22,1
30,34,0
29,35,0
43,21,1
21,43,0
31,33,0
36,28,1
32,32,0
29,35,0
31,33,0
40,24,1
29,35,0
32,32,0
22,42,0
41,23,1
39,25,1
30,34,0
29,35,0
33,31,1
22,42,0
17,47,0
26,38,0
28,36,0
31,32,0
39,25,1
50,14,1
50,14,1
29,35,0
18,46,0
25,39,0
33,31,1
26,38,0
24,40,0
25,39,0
32,32,0
41,23,1
35,29,1
30,34,0
48,16,1
29,35,0
19,45,0
21,43,0
41,23,1
25,39,0
22,42,0
43,21,1
44,20,1
19,45,0
17,47,0
43,21,1
39,25,1
9,55,0
20,44,0
26,38,0
31,33,0
31,33,0
21,43,0
25,39,0
37,27,1
31,33,0
46,18,1
32,32,0
45,19,1
26,38,0
36,28,1
33,31,1
50,14,1
29,35,0
25,39,0
32,32,0
23,41,0
26,38,0
42,22,1
40,24,1
28,36,0
40,24,1
39,25,1
39,25,1
30,34,0
20,44,0
39,25,1
32,32,0
39,25,1
34,30,1
35,29,1
27,37,0
31,33,0
42,22,1
42,22,1
40,24,1
32,32,0
42,22,1
31,33,0
26,38,0
32,32,0
1,58,0
13,51,0
13,51,0
55,9,1
29,34,0
19,45,0
28,36,0
40,24,1
51,13,1
17,47,0
19,45,0
38,26,1
24,40,0
16,48,0
27,37,0
35,29,1
24,40,0
37,27,1
26,38,0
21,43,0
44,20,1
27,37,0
34,30,1
31,33,0
20,44,0
22,42,0
18,46,0
44,20,1
47,17,1
30,34,0
27,37,0
16,48,0
16,48,0
16,48,0
25,39,0
29,35,0
26,38,0
30,34,0
16,48,0
36,28,1
11,53,0
